"Date","DAILY_AQI_VALUE","Site Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
NA,43,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,39,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,46,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,46,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,28,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,20,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,40,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,50,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,43,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,46,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,42,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,51,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,47,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,64,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,74,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,48,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,47,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,46,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,48,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,0,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,0,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,40,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,39,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,42,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,25,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,24,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,21,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,39,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,49,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,42,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,42,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,25,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,28,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,21,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,24,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,21,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,29,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,29,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,28,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,46,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,46,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,25,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,21,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,29,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,40,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,37,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,42,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,37,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,25,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,28,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,39,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,44,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,40,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,40,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,25,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,28,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,38,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,40,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,23,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,18,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,37,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,36,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,41,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,24,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,23,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,23,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,33,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,43,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,28,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,24,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,26,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,30,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,35,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,29,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,34,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,31,"Beaufort","PM2.5","Carteret",34.8848,-76.6203
NA,32,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,20,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,17,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,15,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,30,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,29,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,23,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,32,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,26,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,32,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,29,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,23,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,26,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,46,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,38,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,48,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,61,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,49,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,64,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,48,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,50,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,51,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,51,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,26,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,29,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,49,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,61,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,48,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,30,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,38,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,24,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,23,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,27,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,46,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,50,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,54,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,50,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,22,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,28,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,19,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,29,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,38,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,28,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,30,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,38,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,30,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,35,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,32,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,48,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,51,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,32,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,38,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,46,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,50,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,29,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,47,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,50,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,50,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,51,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,54,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,35,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,41,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,38,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,35,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,44,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,37,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,23,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,27,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,23,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,29,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,40,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,39,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,31,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,35,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,34,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,42,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,43,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,46,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,36,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,46,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,45,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,33,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
NA,27,"Cherry Grove","PM2.5","Caswell",36.307033,-79.467417
